BuyerAgentAOR,ListAgentAOR,Flooring,ViewYN,WaterfrontYN,BasementYN,PoolPrivateYN,OriginalListPrice,ListingKey,CloseDate,ClosePrice,ListAgentFirstName,ListAgentLastName,Latitude,Longitude,UnparsedAddress,PropertyType,LivingArea,ListPrice,DaysOnMarket,ListOfficeName,BuyerOfficeName,CoListOfficeName,ListAgentFullName,CoListAgentFirstName,CoListAgentLastName,BuyerAgentMlsId,BuyerAgentFirstName,BuyerAgentLastName,FireplacesTotal,AssociationFeeFrequency,AboveGradeFinishedArea,ListingKeyNumeric,MLSAreaMajor,TaxAnnualAmount,CountyOrParish,MlsStatus,ElementarySchool,AttachedGarageYN,ParkingTotal,BuilderName,PropertySubType,LotSizeAcres,SubdivisionName,BuyerOfficeAOR,YearBuilt,StreetNumberNumeric,ListingId,BathroomsTotalInteger,City,TaxYear,BuildingAreaTotal,BedroomsTotal,ContractStatusChangeDate,ElementarySchoolDistrict,CoBuyerAgentFirstName,PurchaseContractDate,ListingContractDate,BelowGradeFinishedArea,BusinessType,StateOrProvince,CoveredSpaces,MiddleOrJuniorSchool,FireplaceYN,Stories,HighSchool,Levels,LotSizeDimensions,LotSizeArea,MainLevelBedrooms,NewConstructionYN,GarageSpaces,HighSchoolDistrict,PostalCode,AssociationFee,LotSizeSquareFeet,MiddleOrJuniorSchoolDistrict,OriginatingSystemName,OriginatingSystemSubName
OrangeCounty,OrangeCounty,Vinyl,False,,,False,1100000.0,1154910061,2026-03-05,1100000.0,Gina,Guarino,33.778236,-117.807192,634 S Schug,Residential,1884.0,1100000.0,0,"Luxre Realty, Inc.","Luxre Realty, Inc.",,Gina Guarino,,,sguargin,Gina,Guarino,,,,1154910061,"72 - Orange & Garden Grove, E of Harbor, N of 22 F",,Orange,Closed,,True,3.0,,SingleFamilyResidence,0.1837,Orange Park Acres E. of 55,OrangeCounty,1967,634,OC26049384,3,Orange,,,5,2026-03-05,,,2026-03-05,2026-03-03,,,CA,,Santiago,True,2,,Two,,8000.0,1,False,3.0,Orange Unified,92869,0.0,8000.0,,CRMLS,CRMLS_CRM
PasadenaFoothills,PasadenaFoothills,,False,,,False,7000.0,1154906963,2026-03-23,7000.0,Julie,Milbrodt,33.900132,-118.415106,444 35th Street,ResidentialLease,1026.0,7000.0,2,Coldwell Banker Realty,Coldwell Banker Realty,,Julie Milbrodt,,,P785121,Julie,Milbrodt,,,,1154906963,142 - Manhattan Bch Sand,,Los Angeles,Closed,,False,2.0,,SingleFamilyResidence,0.062,Not Applicable,PasadenaFoothills,1955,444,P1-26174,2,Manhattan Beach,,,2,2026-03-23,,,2026-03-16,2026-03-10,,,CA,,,False,1,,One,,2699.0,,,2.0,,90266,0.0,2699.0,,CRMLS,CRMLS_CRF
PalmSprings,PalmSprings,"Carpet,Laminate,Wood",True,,,False,4350.0,1154906231,2026-03-17,4350.0,Jon,Barrist,33.737475,-117.780618,2930 Hogan Place,ResidentialLease,1476.0,4350.0,5,JohnHart Real Estate,JohnHart Real Estate,,Jon Barrist,,,CLW-53413,Jon,Barrist,,,,1154906231,89 - Tustin Ranch,,Orange,Closed,,,2.0,,Condominium,0.4175,Valencia,PalmSprings,1995,2930,26661815PS,3,Tustin,,1476.0,3,2026-03-17,,,,2026-03-10,,,CA,,,True,2,,Two,,18186.0,,False,2.0,Tustin Unified,92782,,18186.0,,CRMLS,CRMLS_CL
Claw,Claw,,False,,,False,1950.0,1154905524,2026-03-21,1850.0,Natalie,Guiliano,34.081933,-118.299595,623 N Mariposa Avenue 1/4,ResidentialLease,382.0,1850.0,11,Keller Williams Hollywood Hills,Keller Williams Hollywood Hills,,Natalie Guiliano,,,CLW-C145901,Natalie,Guiliano,,,,1154905524,C17 - Mid-Wilshire,,Los Angeles,Closed,,,1.0,,Apartment,0.1723,,BeverlyHillsGreaterLa,2022,623,26662183,1,Los Angeles,,382.0,0,2026-03-21,,,,2026-03-10,,,CA,,,False,1,,One,50x150,7506.0,,True,,Los Angeles Unified,90004,,7506.0,,CRMLS,CRMLS_CL
NorthSanDiegoCounty,NorthSanDiegoCounty,"Carpet,Wood",True,,,False,4000.0,1154889854,2026-03-17,4000.0,Yvonne,Oberle,32.96153,-117.018223,13535 Los Olivos Avenue,ResidentialLease,1387.0,4000.0,7,Willis Allen Real Estate,Willis Allen Real Estate,,Yvonne Oberle,,,107409,Yvonne,Oberle,,,,1154889854,92064 - Poway,,San Diego,Closed,,True,4.0,,SingleFamilyResidence,0.1377,,NorthSanDiegoCounty,1969,13535,NDP2602254,2,Poway,,,3,2026-03-17,,,2026-03-17,2026-03-10,,,CA,,,True,1,,One,,6000.0,3,False,2.0,Poway Unified,92064,0.0,6000.0,,CRMLS,CRMLS_CRP
PasadenaFoothills,PasadenaFoothills,Laminate,False,,,False,2425.0,1154887631,2026-03-14,2425.0,Claudia,Cortez,34.006919,-118.254897,1165 E 42nd Place 1165,ResidentialLease,880.0,2425.0,1,"Claudia Cortez, Broker","Claudia Cortez, Broker",,Claudia Cortez,,,P22832,Claudia,Cortez,,,,1154887631,C42 - Downtown L.A.,,Los Angeles,Closed,,,0.0,,Apartment,0.202,Not Applicable,PasadenaFoothills,1967,1165,P1-26172,1,Los Angeles,,,2,2026-03-14,,,2026-03-11,2026-03-09,,,CA,,,False,2,,Two,,8800.0,,False,0.0,,90011,0.0,8800.0,,CRMLS,CRMLS_CRF
Mrmls,PalosVerdesPeninsula,"Carpet,Stone,Wood",True,,,False,4500.0,1154887383,2026-03-25,4500.0,Brita,McGee,33.741896,-118.388442,32759 Seagate Drive 201,ResidentialLease,1736.0,4500.0,7,Coldwell Banker Realty,None MRML,,Brita McGee,,,None,NONE,NONE,,,,1154887383,169 - PV Dr South,,Los Angeles,Closed,,True,2.0,,Condominium,17.2919,,Mrmls,1964,32759,PV26042757,2,Rancho Palos Verdes,,,2,2026-03-25,,,2026-03-25,2026-03-07,,,CA,,,False,1,,One,,753237.0,1,False,1.0,Palos Verdes Peninsula Unified,90275,,753237.0,,CRMLS,CRMLS_CRM
Newport,Laguna,Wood,True,,,False,6900.0,1154885491,2026-03-26,6900.0,Denise,Campanelli,33.603255,-117.874275,414 .5 Carnation Avenue Upper,ResidentialLease,1715.0,6900.0,16,Team Laguna Inc,Berkshire Hathaway HomeService,,Denise Campanelli,,,U18743,Mehdi,Khosh,,,,1154885491,699 - Not Defined,,Orange,Closed,,False,5.0,,Duplex,0.0821,,Newport,1961,414,LG26052034,3,Corona Del Mar,,,3,2026-03-26,,,2026-03-25,2026-03-09,,,CA,,,True,2,,Two,,3576.0,3,False,1.0,Newport Mesa Unified,92625,0.0,3576.0,,CRMLS,CRMLS_CRM
Southland,Southland,,True,,,False,3175.0,1154884694,2026-03-30,3100.0,Garik,Kechegyan,34.266088,-118.313196,10835 Parr,ResidentialLease,950.0,3175.0,21,"Blackstone Estates, Inc.","Blackstone Estates, Inc.",,Garik Kechegyan,,,SR207070958,Garik,Kechegyan,,,,1154884694,659 - Sunland/Tujunga,,Los Angeles,Closed,,,0.0,,SingleFamilyResidence,0.0914,,Southland,1924,10835,SR26052016,2,Sunland,,,2,2026-03-30,,,2026-03-30,2026-03-09,,,CA,,,False,1,,One,,3981.0,2,False,0.0,Los Angeles Unified,91040,0.0,3981.0,,CRMLS,CRMLS_CRM
OrangeCounty,OrangeCounty,,False,,,False,5300.0,1154884666,2026-03-13,5300.0,Ariel,Ma,33.702988,-117.726722,167 Bright Poppy,ResidentialLease,2010.0,5300.0,0,Latitude 33 Real Estate,Latitude 33 Real Estate,,Ariel Ma,,,ocmaliari,Ariel,Ma,,,,1154884666,PS - Portola Springs,,Orange,Closed,,True,2.0,,Condominium,0.789,,OrangeCounty,2015,167,OC26052011,3,Irvine,,,4,2026-03-13,,,2026-03-13,2026-03-01,,,CA,,,False,2,,Two,,34371.0,2,False,2.0,Irvine Unified,92618,,34371.0,,CRMLS,CRMLS_CRM
Mrmls,SierraNorthValley,,True,,,,25000.0,1154884419,2026-03-27,25000.0,Suzanne,Peters,39.748831,-121.582951,5556 Butte View,Land,,25000.0,2,"EXP Realty of Northern California, Inc.",NONMEMBER MRML,,Suzanne Peters,,,NonMember,General,NONMEMBER,,,,1154884419,,,Butte,Closed,,,,,,0.27,,Mrmls,,5556,SN26051978,,Paradise,,,,2026-03-27,,,2026-03-11,2026-03-09,,,CA,,,,,,,,11761.0,,False,,,95969,0.0,11761.0,,CRMLS,CRMLS_CRM
OrangeCounty,OrangeCounty,Wood,False,,,False,2400.0,1154883929,2026-03-26,2400.0,Christe,Roknich,33.485677,-117.686529,25422 Neptune Drive B,ResidentialLease,640.0,2400.0,9,First Team Real Estate,First Team Real Estate,,Christe Roknich,,,SFOLEBON,Bonnie,Foley,,,,1154883929,DO - Del Obispo,,Orange,Closed,,,1.0,,SingleFamilyResidence,0.1377,Sea Knoll (SK),OrangeCounty,2013,25422,OC26051285,1,Dana Point,,,1,2026-03-26,,,2026-03-26,2026-03-09,,,CA,,,False,1,,One,,6000.0,1,False,0.0,Capistrano Unified,92629,0.0,6000.0,,CRMLS,CRMLS_CRM
OrangeCounty,PacificWest,,False,,,False,939000.0,1154883925,2026-03-17,935000.0,Byron,Gutierrez Alvizur,33.755062,-117.896354,1205 English,Residential,1332.0,939000.0,0,Realty Masters & Associates,Real Broker,,Byron Gutierrez Alvizur,,,OCPHANNHIT,Nhi,Phan,,,,1154883925,70 - Santa Ana North of First,,Orange,Closed,,True,1.0,,SingleFamilyResidence,0.1392,/,OrangeCounty,1958,1205,PW26051990,2,Santa Ana,,,3,2026-03-17,,,2026-03-09,2026-03-09,,,CA,,,True,1,,One,,6065.0,3,False,1.0,Santa Ana Unified,92703,0.0,6065.0,,CRMLS,CRMLS_CRM
OrangeCounty,OrangeCounty,Vinyl,False,,,False,2795.0,1154882368,2026-03-27,2795.0,Sabrina,Ulicny,33.231979,-117.326104,301 Island Way 1,ResidentialLease,1005.0,2795.0,0,Surterre Properties Inc,Surterre Properties Inc,,Sabrina Ulicny,,,OCULICSAB,Sabrina,Ulicny,,,,1154882368,92058 - Oceanside,,San Diego,Closed,,True,2.0,,Condominium,5.4134,Oceanside,OrangeCounty,2006,301,OC26049187,2,Oceanside,,,2,2026-03-27,,,2026-03-18,2026-03-09,0.0,,CA,,,True,2,,Two,,235808.0,2,False,1.0,Oceanside Unified,92058,,235808.0,,CRMLS,CRMLS_CRM
BeverlyHillsGreaterLa,BeverlyHillsGreaterLa,"Carpet,Tile,Wood",True,,,False,4200.0,1154881966,2026-03-15,4200.0,Tyson,Leon-Guerrero,34.175541,-118.835568,382 E Hilltop Way,ResidentialLease,1846.0,4200.0,0,The Agency,The Agency,The Agency,Tyson Leon-Guerrero,George,Ouzounian,CLW-C139371,Tyson,Leon-Guerrero,,Monthly,,1154881966,TOE - Thousand Oaks East,,Ventura,Closed,,True,2.0,,Condominium,0.0424,Westlake Highlands,OutOfAreaBoard,2011,382,26662249,3,Thousand Oaks,,1846.0,3,2026-03-15,,George,2026-03-12,2026-03-12,,,CA,,,True,2,,Two,,1846.0,,False,2.0,Conejo Valley Unified,91362,500.0,1846.0,,CRMLS,CRMLS_CL
BeverlyHillsGreaterLa,Claw,,True,,,False,5790.0,1154880762,2026-03-23,5500.0,Jasmine,Lawi,34.050652,-118.463539,11727 Kiowa Avenue 403,ResidentialLease,,5790.0,14,"Jasmine Lawi, Broker",Christie's International Real Estate SoCal,,Jasmine Lawi,,,CLW-C140677,Steven,Marin,,,,1154880762,C06 - Brentwood,,Los Angeles,Closed,,True,2.0,,Condominium,0.1722,,BeverlyHillsGreaterLa,2024,11727,26662247,2,Los Angeles,,,2,2026-03-23,,,2026-03-23,2026-03-09,,,CA,,,False,1,,One,,7502.0,,True,,,90049,,7502.0,,CRMLS,CRMLS_CL
PacificWest,PacificWest,,True,,,False,3295.0,1154880631,2026-03-16,3295.0,Mike,Carroll,33.807435,-117.837546,1172 N Shattuck A,ResidentialLease,1050.0,3295.0,7,Real Estate Establishment Inc.,Real Estate Establishment Inc.,,Mike Carroll,,,pmikecar,Mike,Carroll,,,,1154880631,699 - Not Defined,,Orange,Closed,,False,1.0,,Triplex,0.16,,PacificWest,1963,1172,PW26051919,2,Orange,,,2,2026-03-16,,,2026-03-16,2026-03-09,,,CA,,,False,2,,Two,,6970.0,0,False,1.0,Orange Unified,92867,0.0,6970.0,,CRMLS,CRMLS_CRM
SanLuisObispoCoastal,PismoCoast,,False,,,False,875000.0,1154879487,2026-03-27,876000.0,Charlotte,Pettit,34.877633,-120.449967,1087 Quail Ridge,Residential,2595.0,875000.0,5,Modern Broker,Legacy & Land Group,Modern Broker,Charlotte Pettit,Adam,Pettit,SL01737574,Valeska,Nemetz,,,,1154879487,ORWE - SM/Orcutt West,,Santa Barbara,Closed,,True,2.0,,SingleFamilyResidence,0.29,,SanLuisObispoCoastal,1979,1087,PI26051903,3,Santa Maria,,,4,2026-03-27,,,2026-03-17,2026-03-09,,,CA,,,True,2,,Two,,12632.0,1,False,2.0,Santa Maria Joint Union,93455,0.0,12632.0,,CRMLS,CRMLS_CRM
ContraCosta,ContraCosta,Vinyl,,,,False,6500.0,1154878352,2026-03-24,6500.0,Ann,Newton Cane,37.906622,-122.18335,553 Miner Rd,ResidentialLease,1764.0,6500.0,15,Golden Gate Sotheby's Int'l Re,Golden Gate Sotheby's Int'l Re,,Ann Newton Cane,,,CCBE-159527226,Ann,Newton Cane,,,,1154878352,,,Contra Costa,Closed,,,2.0,,SingleFamilyResidence,1.0,ORINDAC.C.,ContraCosta,1951,553,41126549,2,Orinda,,,3,2026-03-24,,,2026-03-24,2026-03-09,,,CA,,,True,1,,One,,43560.0,,False,2.0,,94563,,43560.0,,CRMLS,CRMLS_CCBE
SanDiego,SanDiego,,False,,,False,4499000.0,1154878268,2026-03-16,4300000.0,Janet,Hoover,32.9562335,-117.2622931,1130 Cuchara Dr,Residential,1921.0,4499000.0,0,Coastal Premier Properties,Compass,,Janet Hoover,,,SAND-668638,Krista,Sozinho,,,,1154878268,92014 - Del Mar,,San Diego,Closed,,False,4.0,,SingleFamilyResidence,,Del Mar,SanDiego,1934,1130,260005524SD,2,Del Mar,,,4,2026-03-16,,,2026-03-06,2026-03-01,,,CA,,,False,1,,One,,,,False,2.0,,92014,,,,CRMLS,CRMLS_SAND
Mrmls,WestSanGabrielValley,"Laminate,Tile",False,,,False,3500.0,1154877308,2026-03-20,3500.0,ERIC,HAYASHI,33.8853,-118.302872,16010 S Dalton Avenue,ResidentialLease,1550.0,3500.0,10,"Douglas Reid, Broker",None MRML,,ERIC HAYASHI,,,NONE,NONE,NONE,,,,1154877308,118 - Pacific Square,,Los Angeles,Closed,,False,2.0,,Triplex,0.1722,,Mrmls,1970,16010,WS26047542,2,Gardena,,,3,2026-03-20,,,2026-03-20,2026-03-09,,,CA,,,True,1,,One,,7502.0,3,False,2.0,Los Angeles Unified,90247,0.0,7502.0,,CRMLS,CRMLS_CRM
Southland,Southland,Carpet,True,,,False,290000.0,1154877307,2026-03-24,290000.0,Racquel,Wilder,34.421997,-118.450504,27949 Tyler,Residential,934.0,290000.0,0,"Pinnacle Estate Properties, Inc.","Pinnacle Estate Properties, Inc.",,Racquel Wilder,,,SR207090958,Racquel,Wilder,,Monthly,,1154877307,CAN2 - Canyon Country 2,,Los Angeles,Closed,,False,1.0,,Condominium,0.6139,Amer. Beauty Condos (ABCO),Southland,1985,27949,SR26051877,2,Canyon Country,,,3,2026-03-24,,,2026-03-09,2026-03-07,,,CA,,,False,1,,One,,26743.0,3,False,1.0,William S. Hart Union,91387,523.0,26743.0,,CRMLS,CRMLS_CRM
PacificWest,PacificWest,Tile,False,,,False,4000.0,1154876821,2026-03-13,4000.0,Blanca,Lopez De Davis,33.845801,-117.939407,1523 W Frances Drive,ResidentialLease,1053.0,4000.0,4,RE/MAX One,RE/MAX One,,Blanca Lopez De Davis,,,pblalope,Blanca,Lopez De Davis,,,,1154876821,79 - Anaheim West of Harbor,,Orange,Closed,,True,2.0,,SingleFamilyResidence,0.1377,Unknow,PacificWest,1957,1523,PW26051856,2,Anaheim,,,3,2026-03-13,,,2026-03-13,2026-03-09,,,CA,,,False,1,,One,,6000.0,3,False,2.0,Anaheim Union High,92801,0.0,6000.0,,CRMLS,CRMLS_CRM
SanDiego,SanDiego,,False,,,False,985000.0,1154876796,2026-03-09,985000.0,Greg,Bergen,32.80578702,-117.07314775,5585 Laramie Way,Residential,1359.0,985000.0,0,Compass,Compass,Compass,Greg Bergen,Valerie,Zatt,SAND-650936,Katie,Herrick,,,,1154876796,92120 - Del Cerro,,San Diego,Closed,,True,4.0,,SingleFamilyResidence,,Del Cerro,SanDiego,1967,5585,260005521SD,2,San Diego,,,3,2026-03-09,,,2026-02-24,2025-10-15,,,CA,,,False,1,,One,,,,False,2.0,,92120,,,,CRMLS,CRMLS_SAND
VenturaCoastal,VenturaCoastal,,False,,,False,999000.0,1154875549,2026-03-30,979000.0,Ryan,Slaton,34.229817,-119.050475,1574 Habra Court,Residential,2366.0,999000.0,0,RE/MAX Gold Coast REALTORS,RE/MAX Gold Coast REALTORS,RE/MAX Gold Coast REALTORS,Ryan Slaton,Denise,Chaparro,V207094372,Ryan,Slaton,,,,1154875549,VC41 - Camarillo Central,,Ventura,Closed,,True,2.0,,SingleFamilyResidence,0.1676,,VenturaCoastal,1970,1574,V1-35090,3,Camarillo,,,4,2026-03-30,,Denise,2026-03-09,2026-03-09,,,CA,,,True,2,,Two,,7302.0,,,2.0,,93010,,7302.0,,CRMLS,CRMLS_CRF
SanDiego,SanDiego,,False,,,False,3495.0,1154875293,2026-03-23,3495.0,Gonzalo,Vidano,,,1949 Meade,ResidentialLease,886.0,3495.0,14,SV Premier,SV Premier,,Gonzalo Vidano,,,SAND-645473,Gonzalo,Vidano,,,,1154875293,92116 - Normal Heights,,San Diego,Closed,,,1.0,,SingleFamilyResidence,,University Heights,SanDiego,2022,1949,260005517SD,2,San Diego,,,2,2026-03-23,,,2026-03-23,2026-03-09,,,CA,,,False,2,,Two,,,,,1.0,,92116,0.0,,,CRMLS,CRMLS_SAND
Southland,Southland,,False,,,False,4950.0,1154874114,2026-03-28,4600.0,Eileen,Rodriguez,34.223171,-118.612842,8398 Rudnick,ResidentialLease,2591.0,4600.0,19,Equity Union,Equity Union,,Eileen Rodriguez,,,SR207065473,Eileen,Rodriguez,,,,1154874114,WEH - West Hills,,Los Angeles,Closed,,,0.0,,SingleFamilyResidence,0.3256,,Southland,1958,8398,SR26051543,3,West Hills,,,4,2026-03-28,,,2026-03-28,2026-03-09,,,CA,,,True,1,,One,,14183.0,4,False,0.0,Los Angeles Unified,91304,0.0,14183.0,,CRMLS,CRMLS_CRM
Southland,Southland,"Laminate,Tile",False,,,False,2795.0,1154874109,2026-03-28,2945.0,Arthur,Aslanian,34.227852,-118.438505,8655 Ranchito Avenue,ResidentialLease,850.0,2795.0,19,Equity Union,Equity Union,,Arthur Aslanian,,,F207012012,Arthur,Aslanian,,,,1154874109,PC - Panorama City,,Los Angeles,Closed,,,2.0,,SingleFamilyResidence,0.0459,,Southland,2023,8655,SR26051727,2,Panorama City,,,2,2026-03-28,,,2026-03-28,2026-03-09,,,CA,,,False,1,,One,,2000.0,2,False,0.0,Los Angeles Unified,91402,0.0,2000.0,,CRMLS,CRMLS_CRM
Southland,Southland,,True,,,False,2500.0,1154873713,2026-03-26,2500.0,Jill,Donaty,34.102951,-118.350526,1745 Camino Palmero,ResidentialLease,788.0,2500.0,16,The Donaty Group,The Donaty Group,,Jill Donaty,,,f207051547,Jill,Donaty,,,,1154873713,C03 - Sunset Strip - Hollywood Hills West,,Los Angeles,Closed,,True,1.0,,Condominium,1.529,,Southland,1973,1745,SR26051797,1,Los Angeles,,,1,2026-03-26,,,2026-03-25,2026-03-09,,,CA,,,True,1,,One,,66604.0,1,False,1.0,Los Angeles Unified,90046,,66604.0,,CRMLS,CRMLS_CRM
Mlslistings,Mlslistings,,False,,,,4050000.0,1154873493,2026-03-09,4050000.0,Ellen,Larios,37.49514243,-122.26430575,2080 Arroyo Drive,Residential,2660.0,4050000.0,0,Golden Gate Sotheby's International Realty,Christie's International Real Estate Sereno,"Strombom Properties, Inc.",Ellen Larios,Andrew,Ravella,ML5062101,Robert R.,Bredel,,,,1154873493,699 - Not Defined,,San Mateo,Closed,,True,1.0,,SingleFamilyResidence,0.1148,,Mlslistings,1946,2080,ML82037828,3,San Carlos,,,4,2026-03-09,,,2026-03-09,2026-03-09,,,CA,,,True,,,,,5000.0,,False,1.0,Other,94070,,5000.0,,CRMLS,CRMLS_MLSL
SanDiego,NorthSanDiegoCounty,,True,,,True,3025000.0,1154873190,2026-03-10,2980000.0,Wendy,Denny,33.118238,-117.258372,2357 Mica,Residential,4162.0,3025000.0,0,Compass,Compass,,Wendy Denny,,,SAND-664247,Melissa,Storer,,Monthly,,1154873190,92009 - Carlsbad,,San Diego,Closed,,True,2.0,,SingleFamilyResidence,0.2011,,SanDiego,2011,2357,NDP2602239,6,Carlsbad,,,6,2026-03-10,,,2026-03-09,2025-07-17,,,CA,,,True,2,,Two,,8760.0,2,,2.0,Carlsbad Unified,92009,288.0,8760.0,,CRMLS,CRMLS_CRP
OrangeCounty,Arcadia,Wood,True,,,False,5600.0,1154873099,2026-03-25,5600.0,Shirley,Tang,33.832298,-117.830015,2246 E Vista Canyon Road,ResidentialLease,2503.0,5600.0,14,888 Realty,RE/MAX TerraSol,,Shirley Tang,,,OCMASSKIM,Kimberlee,Massey,,,,1154873099,699 - Not Defined,,Orange,Closed,,True,3.0,,SingleFamilyResidence,0.2273,,OrangeCounty,1986,2246,AR26051806,3,Orange,,,4,2026-03-25,,,2026-03-23,2026-03-08,,,CA,,,True,2,,Two,,9900.0,1,False,3.0,Orange Unified,92867,,9900.0,,CRMLS,CRMLS_CRM
OrangeCounty,TheInlandGateway,,,,,,1650000.0,1154873096,2026-03-23,1650000.0,Ashley,Choumas,33.643665,-117.930086,752 W 19th,CommercialSale,,1650000.0,0,Re/Max Partners,Pacific Sotheby's Int'l Realty,Nonmember Office,Ashley Choumas,Nonmember,Nonmember,OCFERGNAN,Nancy,Ferguson,,,,1154873096,699 - Not Defined,,Orange,Closed,,,2.0,,Business,0.265,,OrangeCounty,,752,IG26050012,,Costa Mesa,,2400.0,,2026-03-23,,,2026-03-08,2026-03-06,,,CA,,,,,,,,11544.0,,,,,92627,,11544.0,,CRMLS,CRMLS_CRM
Mrmls,SouthBay,,False,,,False,5495.0,1154872961,2026-03-12,5495.0,Angela,Schryver,33.859924,-118.36927,630 Meyer Lane D,ResidentialLease,2407.0,5495.0,3,Marine view Management,None MRML,,Angela Schryver,,,NONE,NONE,NONE,,,,1154872961,153 - N Redondo Bch/El Nido,,Los Angeles,Closed,,True,2.0,,Townhouse,0.8137,,Mrmls,2002,630,SB26051805,3,Redondo Beach,,,3,2026-03-12,,,2026-03-12,2026-03-01,,,CA,,,True,,,ThreeOrMore,,35446.0,0,False,2.0,Redondo Unified,90278,,35446.0,,CRMLS,CRMLS_CRM
Newport,SouthwestRiversideCounty,"Tile,Vinyl",True,,,False,875000.0,1154872451,2026-03-30,930000.0,Wendy,Whitelaw,33.048185,-117.243337,245 Countryhaven,Residential,1459.0,875000.0,1,Real Estate Places,Keller Williams Realty Irvine,Real Estate Places,Wendy Whitelaw,Kurt,Ecclefield,NP41887,Andrew,McGinnis,,Monthly,,1154872451,92024 - Encinitas,,San Diego,Closed,,False,2.0,,Townhouse,2.0407,,Newport,1980,245,SW26051675,3,Encinitas,,,3,2026-03-30,,,2026-03-13,2026-03-09,,,CA,,,True,2,,Two,,88891.0,0,False,2.0,Encinitas Union,92024,430.0,88891.0,,CRMLS,CRMLS_CRM
BeverlyHillsGreaterLa,BeverlyHillsGreaterLa,"Tile,Wood",False,,,False,4600.0,1154870259,2026-03-18,4600.0,Jessica,Gortikov,33.996067,-118.468979,806 6th Avenue 1,ResidentialLease,730.0,4600.0,9,Compass,Compass,Compass,Jessica Gortikov,Diana,Braun,CLW-C127672,Jessica,Gortikov,,,,1154870259,C11 - Venice,,Los Angeles,Closed,,,2.0,,Apartment,0.1364,,OutOfAreaBoard,1957,806,26662139,1,Venice,,730.0,1,2026-03-18,,Diana,,2026-03-09,,,CA,,,False,1,,One,,5941.0,,False,,,90291,,5941.0,,CRMLS,CRMLS_CL
PacificWest,PacificWest,,True,,,False,439000.0,1154869885,2026-03-14,439000.0,John,Gooding,33.769418,-118.088907,1361 Oakmont,Residential,1087.0,439000.0,0,Vista Sotheby's Int'l Realty,"The Januszka Group, Inc.",,John Gooding,,,PACCETON,Tony,Accetta Jr,,Monthly,,1154869885,699 - Not Defined,,Orange,Closed,,False,2.0,Leisure World,StockCooperative,,,PacificWest,1960,1361,PW26050293,1,Orange,,,2,2026-03-14,,,2026-01-24,2026-01-21,,,CA,,,False,1,,One,,,2,False,1.0,Seal Beach Unified,90740,550.0,,,CRMLS,CRMLS_CRM
Mlslistings,Mlslistings,"Carpet,Tile",True,,,False,959000.0,1154869508,2026-03-30,950000.0,Colleen,Marchbank,36.97817234,-121.99489675,1651 Taylor Lane,Residential,1392.0,959000.0,11,Compass,Bailey Properties,,Colleen Marchbank,,,ML157487,Scott,Cheney,,Monthly,,1154869508,699 - Not Defined,,Santa Cruz,Closed,,True,1.0,,Condominium,0.034,,Mlslistings,1984,1651,ML82037813,2,Santa Cruz,,,2,2026-03-30,,,2026-03-20,2026-03-09,,,CA,,,True,,,,,1481.0,,False,1.0,Other,95062,773.0,1481.0,,CRMLS,CRMLS_MLSL
BeverlyHillsGreaterLa,BeverlyHillsGreaterLa,"Tile,Wood",True,,,False,4395.0,1154869361,2026-03-23,4300.0,Jesse,Weinberg,33.984568,-118.445208,13700 Marina Pointe Drive 1209,ResidentialLease,996.0,4395.0,10,Jesse Weinberg,Berkshire Hathaway HomeServices California Properties,Jesse Weinberg,Jesse Weinberg,Blake,Taylor,CLW-X95103,Ryan,Sokolowski,,,,1154869361,C12 - Marina Del Rey,,Los Angeles,Closed,,,2.0,,Condominium,2.8607,,OutOfAreaBoard,2003,13700,26661993,2,Marina Del Rey,,996.0,1,2026-03-23,,,2026-03-19,2026-03-09,,,CA,,,False,1,,One,,124611.0,,False,,,90292,,124611.0,,CRMLS,CRMLS_CL
PacificWest,PacificWest,,True,,,False,1600000.0,1154868021,2026-03-17,1600000.0,Jan,Fiore,33.963621,-117.972607,2115 Las Palomas,Residential,3606.0,1600000.0,0,Coldwell Banker Diamond,Coldwell Banker Diamond,,Jan Fiore,,,PFIORJAN,Jan,Fiore,,,,1154868021,88 - La Habra Heights,,Los Angeles,Closed,,,0.0,,SingleFamilyResidence,0.918,,PacificWest,1960,2115,PW26048010,4,La Habra Heights,,,5,2026-03-17,,,2026-03-09,2026-03-09,,,CA,,,False,2,,Two,,39989.0,5,False,0.0,Fullerton Joint Union High,90631,0.0,39989.0,,CRMLS,CRMLS_CRM
WestSanGabrielValley,Downey,Wood,False,,,False,700000.0,1154868020,2026-03-26,748800.0,Jami,Gomez,34.066654,-117.951874,1147 S Vanhorn Avenue,Residential,1534.0,700000.0,7,24 Hour Real Estate,"Sunshine International Inv., Inc.",,Jami Gomez,,,ws81583,SUNNY,LEE,,,,1154868020,669 - West Covina,,Los Angeles,Closed,,False,2.0,,SingleFamilyResidence,0.1891,,WestSanGabrielValley,1958,1147,DW26051485,2,West Covina,,,3,2026-03-26,,,2026-03-16,2026-03-09,,,CA,,,True,1,,One,,8237.0,3,False,2.0,West Covina,91790,0.0,8237.0,,CRMLS,CRMLS_CRM
